NOM_COLLECTIVITE,ID_COLLECTIVITE,DELIB_DATE,DELIB_NUM,DELIB_OBJET,DIRECTION_EMETTRICE,DELEGATION_EMETTRICE
Marseille,21130055300404,2019-09-16,19/0910/ECSS,Approbation de la participation financière du Conseil Départemental des Bouches-du-Rhône pour l'utilisation des équipements sportifs communaux par les collèges publics.,DIRECTION DES SPORTS,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300405,2019-09-16,19/0909/ECSS,"Rénovation et sécurisation du gymnase Forbin, 286, boulevard Saint Marcel - 11ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300406,2019-09-16,19/0908/ECSS,"Réaménagement du Stade des Camoins, rue Arnould - 11ème arrondissement - Approbation de l'affectation d'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300407,2019-09-16,19/0907/ECSS,"Rénovation et travaux annexes du mini circuit de modélisme, Chemin du Mouton - 11ème arrondissement - Approbation de l'affectation d'autorisation de programme relative aux études et travaux Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300408,2019-09-16,19/0906/ECSS,Réfection des toitures et travaux annexes dans trois gymnases scolaires des 13ème et 14ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300409,2019-09-16,19/0905/ECSS,"Réhabilitation du stade de Château Gombert - 60, chemin des Mourets - 13ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement. ",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300410,2019-09-16,19/0904/ECSS,"Tennis Club de Château Gombert - Création de vestiaires et d'un club house, 89, rue Paul Langevin, 13ème arrondissement - Approbation de l'affection de l'autorisation de programme relative aux études et aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300411,2019-09-16,19/0903/ECSS,SERVICE MAITRISE D'OUVRAGE - Relocalisation modernisation de la piscine de Frais Vallon - Lancement d'une consultation d'Assistance à Maîtrise d'Ouvrage - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.,DIRECTION ETUDES ET GRANDS PROJETS DE CONSTRUCTION,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300412,2019-09-16,19/0902/ECSS,OPERA-ODEON - Remplacement des fauteuils de la salle de spectacle de l'Opéra - Financement.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300413,2019-09-16,19/0901/ECSS,OPERA-ODEON - Approbation du protocole transactionnel conclu entre la Ville de Marseille et le Groupe de Musique Expérimentale de Marseille (GMEM).,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300414,2019-09-16,19/0900/ECSS,"OPERA-ODEON - Demande d'une subvention auprès de l'Etat - Ministère de la Culture, pour l'année 2020.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300415,2019-09-16,19/0899/ECSS,OPERA-ODEON - Demande d'une subvention auprès du Conseil Départemental des Bouches-du-Rhône pour l'année 2020.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300416,2019-09-16,19/0898/ECSS,Fonds Communal d'Art Contemporain - Acquisition d'oeuvres d'art - Année 2019.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300417,2019-09-16,19/0897/ECSS,"OPERA-ODEON - Approbation des conventions de partenariat conclues entre la Ville de Marseille et diverses institutions et établissements de santé pour des actions culturelles, pour la saison 2019/2020.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300418,2019-09-16,19/0896/ECSS,OPERA-ODEON - Approbation d'une convention de partenariat conclue entre la Ville de Marseille et Aix-Marseille Université - Institut de Formation en Masso-Kinésithérapie de Marseille (AMU-IFMK).,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300419,2019-09-16,19/0895/ECSS,"OPERA-ODEON - Approbation des conventions de partenariat conclues entre la Ville de Marseille et la société Indigo Infra France, la maison Le Temps d'un chocolat, la société France Télévisions, la société Radio France.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300420,2019-09-16,19/0894/ECSS,"OPERA-ODEOON - Approbation des contrats conclus avec la Ville de Marseille pour la coproduction des ouvrages ""La Dame de Pique"" de Tchaïkovski et ""L'Enlèvement au Sérail"" de Mozart. ",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300421,2019-09-16,19/0893/ECSS,OPERA-ODEON - Approbation des conventions de partenariat et avenant conclus avec la Ville de Marseille.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300422,2019-09-16,19/0892/ECSS,"OPERA - Approbation des conventions de mécénat conclues entre la Ville de Marseille et la société ""La Compagnie de Provence"", entre la Ville de Marseille et la Mutuelle Générale de l'Education Nationale (MGEN), entre la Ville de Marseille et la société ""L'Herboristerie du Père Blaize"".",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300423,2019-09-16,19/0891/ECSS,"Démolition et reconstruction des locaux du Théâtre Silvain - 1, chemin du Pont  - 7ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300424,2019-09-16,19/0890/ECSS,"Réfection partielle des étanchéités au Musée Cantini, 19, rue Grignan - 6ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300425,2019-09-16,19/0889/ECSS,Bibliothèque du Centre Urbain du Merlan - Avenue Raimu - 14ème arrondissement - Réaménagement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement - Rectificatif.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300426,2019-09-16,19/0888/ECSS,"Réhabilitation de l'Espace Culturel et du CAQ Busserine, boulevard Jourdan Prolongé - 14ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300427,2019-09-16,19/0887/ECSS,SERVICE DES MUSEES - Gratuité de l'accès aux musées municipaux du 28 juin au 1er juillet 2019 dans le cadre du plan canicule.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300428,2019-09-16,19/0886/ECSS,"SERVICE DES BIBLIOTHEQUES - Approbation du lancement d'un marché de fournitures et livraison de petits matériels de présentation, de classement et de réparation pour les bibliothèques municipales et autres services municipaux.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300429,2019-09-16,19/0885/ECSS,"Attribution de subventions d'investissement à différentes associations - Secteur Musique - Approbation des affectations de l'autorisation de programme - Approbation des conventions de financement conclues entre la Ville de Marseille et les associations : ""Emouvance"", ""Maîtrise des Bouches-du-Rhône - Pôle d'Art Vocal"", ""Accords en Scène"".",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300430,2019-09-16,19/0884/ECSS,Approbation d'attribution de subventions année 2019 hors libéralités aux associations et organismes culturels - 4ème répartition - Approbation de l'avenant à la convention conclue entre la Ville de Marseille et le Ballet National de Marseille.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300431,2019-09-16,19/0883/ECSS,SERVICE DES MUSEES -  Acquisition d'une oeuvre d'art par la Ville de Marseille au profit du Musée d'Art Contemporain (MAC).,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300432,2019-09-16,19/0882/ECSS,"SERVICE DES MUSEES - Acquisition d'une oeuvre par la Ville de Marseille au profit du musée des Arts Décoratifs, de la Faïence et de la Mode - Château Borély.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300433,2019-09-16,19/0881/ECSS,"Approbation de sept conventions de partenariat média pour la promotion des expositions ""Par Hasard"" et ""Man Ray et la mode"".",DIRECTION DE LA COMMUNICATION ET DE L'IMAGE,DIRECTION GENERALE ADJOINTE DE L'ATTRACTIVITE ET DE LA PROMOTION DE MARSEILLE
Marseille,21130055300434,2019-09-16,19/0880/ECSS,"SERVICE DES MUSEES - Approbation des conventions conclues entre la Ville de Marseille et la Réunion des Musées Nationaux-Grand Palais (RMN-GP) pour la coédition des catalogues des expositions ""Man Ray et la Mode"" et ""Par hasard"".",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300435,2019-09-16,19/0879/ECSS,"Approbation de la convention pluriannuelle d'objectifs conclue entre la Ville de Marseille, l'Etat - Ministère de la Culture, le Conseil Régional Provence-Alpes-Côte d'Azur et l'association FAI-AR au titre des années 2019 à 2022.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300436,2019-09-16,19/0878/ECSS,"SERVICE DES BIBLIOTHEQUES - Approbation d'une convention pour l'accueil des manifestations dans le cadre de l'événement ""Lecture par nature 2019"" conclue entre la Ville de Marseille et la Métropole Aix-Marseille Provence - Approbation d'une convention-type.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300437,2019-09-16,19/0877/ECSS,"Crèche des Chartreux - Extension - 51, rue François Scaramelli - 4ème arrondissement -  Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300438,2019-09-16,19/0876/ECSS,Attribution de subventions d'investissement et de fonctionnement aux associations et organismes à but non lucratif : Saint-Joseph Afor - E.P.I.S.E.C.,DIRECTION DE LA PETITE ENFANCE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300439,2019-09-16,19/0875/ECSS,"Contrat Enfance Jeunesse avec la Caisse d'Allocations familiales des Bouches-du-Rhône - Approbation des avenants aux conventions d'objectifs et de financement avec la Caisse d'Allocations Familiales des Bouches-du-Rhône, définissant les modalités de versement de la prestation de service pour les établissements d'accueil de jeunes enfants.",DIRECTION DE LA PETITE ENFANCE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300440,2019-09-16,19/0874/ECSS,"Approbation de la convention entre la Ville, le Conseil Départemental des Bouches-du-Rhône et le Centre Pénitentiaire des Baumettes, pour l'accueil d'enfants laissés auprès de leurs mères incarcérées dans les établissements d'accueil de la petite enfance de la Ville.",DIRECTION DE LA PETITE ENFANCE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300441,2019-09-16,19/0873/ECSS,Approbation de l'augmentation du montant des deux affectations d'autorisation de programmes pour le remplacement d'appareils électroménagers des cuisines et des buanderies dans les crèches municipales. ,DIRECTION DE LA PETITE ENFANCE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300442,2019-09-16,19/0872/ECSS,Approbation de l'autorisation de programme pour le renouvellement du mobilier et du matériel dans les crèches municipales.,DIRECTION DE LA PETITE ENFANCE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300443,2019-09-16,19/0871/ECSS,Approbation de l'affectation de l'autorisation de programme pour l'attribution de subventions aux associations gestionnaires d'établissements d'accueil du jeune enfant. ,DIRECTION DE LA PETITE ENFANCE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300444,2019-09-16,19/0870/ECSS,"DIRECTION DE L'EDUCATION - Exonération des frais de garde en crèche municipale et exonération des frais de restauration scolaire pour les enfants des familles évacuées, pendant toute la durée de l'accompagnement, en application de la charte pour le relogement des personnes évacuées.",DIRECTION DE LA PETITE ENFANCE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300445,2019-09-16,19/0869/ECSS,"Travaux de confortement et rénovation du Groupe Scolaire Cours Julien - 119, rue d'Aubagne - 6ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300446,2019-09-16,19/0868/ECSS,"Rénovation des installations CVC (Chauffage, Ventilation, Climatisation) dans 3 établissements scolaires des 6ème et 8ème arrondissement - Approbation de l'augmentation d'affectation d'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300447,2019-09-16,19/0867/ECSS,"Rénovation de l'école maternelle Roseraie - 11A, rue Pierre Mouren - 7ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement. ",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300448,2019-09-16,19/0866/ECSS,Remplacement des menuiseries de 6 écoles situées dans le 4ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300449,2019-09-16,19/0865/ECSS,"Maternelle Longchamp - Confortement de murs de soutènement - 2, impasse de Montbard - 4ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300450,2019-09-16,19/0864/ECSS,Rénovation des blocs sanitaires et des réseaux de 8 écoles situées  dans le  13ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300451,2019-09-16,19/0863/ECSS,Approbation et signature de la convention de financement de l'association Youth Camp Experiences - Année scolaire 2019-2020.,DIRECTION DE L'EDUCATION ET DE LA JEUNESSE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300452,2019-09-16,19/0862/ECSS,SERVICE ACTIVITES ET MOYENS PEDAGOGIQUES - Versement du solde de la subvention à l'association Coup de Pouce.,DIRECTION DE L'EDUCATION ET DE LA JEUNESSE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300453,2019-09-16,19/0861/ECSS,DIRECTION DE L'EDUCATION ET DE LA JEUNESSE - SERVICE DE LA JEUNESSE - Tarifs du Service de la Jeunesse pour l'année 2020.,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL,
Marseille,21130055300454,2019-09-16,19/0860/ECSS,SERVICE ACTIVITES ET MOYENS PEDAGOGIQUES - Modalités de fonctionnement et approbation des dispositions particulières relatives au dispositif Marseille Aide à la Réussite Scolaire (MARS).,DIRECTION DE L'EDUCATION ET DE LA JEUNESSE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300455,2019-09-16,19/0859/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Attribution de subventions aux équipements sociaux - 3ème répartition 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
